Id,eng,ara
72347, Sunstrokes, ضربات الشمس
72348, Suntan, سمرة الشمس
72349, Suntanned, أسمر
72350, Suntans, سمرة الشمس
72351, Sunup, الشّروق
72352, SUNY, جامعة ولاية نيويورك
72353, Sup, الجرعة
72354, Super, ممتاز
72355, Superable, ممكن التّغلّب عليه
72356, Superably, بصورة إنتصارية
72357, Superabundant, وافر
72358, Superabundantly, بشكل وافر
72359, Superannuate, قاعد
72360, Superannuated, متقاعد
72361, Superannuates, يقاعد
72362, Superannuating, المقاعدة
72363, Superb, رائع
72364, Superbly, بشكل ممتاز
72365, Superbness, سوبيربنيس
72366, Supercharged, زائد الشحنة
72367, Supercharger, ضاغط الأكسجين داخل المحرك
72368, Supercharges, يشحن
72369, Supercharging, الشحن
72370, Supercilious, متغطرس
72371, Superciliously, بشكل متغطرس
72372, Superciliousness, التّكبّر
72373, Superclass, ما دون الشّعبة وفوق الطّبقة
72374, Supercomputer, الحاسوب العملاق
72375, Supercomputers, الحواسيب العملاقة
72376, Superconductive, جيّد التّوصيل
72377, Superconductivity, قدرة التّوصيل
72378, Superconductor, موصل جيّد للكهرباء
72379, Superconductors, موصلات جيّدة للكهرباء
72380, Supercritical, انشطاريّ
72381, Supered, جلّد الكتاب
72382, Superego, الأنا العليا
72383, Superegos, الأنا العليا
72384, Supererogation, الجهد الزّائد
72385, Supererogatory, زائد
72386, Superficial, سطحي
72387, Superficiality, السطحية
72388, Superficially, بشكل سطحي
72389, Superficialness, السطحية
72390, Superfine, فائق الجودة
72391, Superfinely, بشكل فائق الجودة
72392, Superfluities, الفائض
72393, Superfluity, الفائض
72394, Superfluous, زائد عن الحاجة
72395, Superfluously, بشكل زائد عن الحاجة
72396, Superfluousness, الزيادة
72397, Superheat, سخّن بشدّة
72398, Superheated, مسخّن جدا
72399, Superheating, تسخين بشدّة
72400, Superheats, يسخّن بشدّة
72401, Superhet, راديو
72402, Superhighway, الطريق السريع جدا
72403, Superhighways, الطرق السريعة جدا
72404, Superhuman, فوق طاقة البشر
72405, Superhumanly, بشكل فوق طاقة البشر
72406, Superhumanness, ما وراء مقدرة الإنسان
72407, Superimpose, ركّب
72408, Superimposed, متداخل
72409, Superimposes, يركّب
72410, Superimposing, التركيب
72411, Superimpositions, التركيب
72412, Superinduce, أضف
72413, Superinduced, مضاف
72414, Superinduces, يضيف
72415, Superinducing, الإضافة
72416, Supering, الإشراف
72417, Superintend, راقب
72418, Superintendence, الإشراف
72419, Superintendent, المدير
72420, Superintendents, المدراء
72421, Superintending, المراقبة
72422, Superior, الرئيس
72423, Superiorities, التفوق
72424, Superiority, التفوق
72425, Superiorly, بشكل متفوّق
72426, Superiors, الرؤساء
72427, Superlarge, ضخم جدا
72428, Superlative, أعلى الدرجات
72429, Superlatively, بشكل ممتاز جدا
72430, Superlativeness, أعلى درجة ممكن إحرازها
72431, Superlatives, أعلى الدرجات
72432, Superlunary, فوق القمر
72433, Superman, السوبرمان
72434, Supermarket, السوق المركزي
72435, Supermarkets, الأسواق المركزية
72436, Supermen, السوبرمانات
72437, Supernal, سماويّ
72438, Supernally, من مكان سماوي
72439, Supernatant, طاف
72440, Supernatural, عالم ماوراء الطبيعة
72441, Supernaturalism, خرق الطّبيعة
72442, Supernaturally, بشكل خارق
72443, Supernaturalness, الفوق طبيعية
72444, Supernormal, فائق
72445, Supernormally, بشكل فائق
72446, Supernova, النجم المتفجّر الأعظم
72447, Supernovae, انفجارات نجمية
72448, Supernovas, النجم المتفجّر الأعظم
72449, Supernumeraries, الفائضون
72450, Supernumerary, زائد
72451, Superposable, ممكن وضعه ودمجه
72452, Superpose, طابق
72453, Superposed, مطابق
72454, Superposes, يطابق
72455, Superposing, المطابقة
72456, Superposition, وضع شيء على اخر ومن ثمة تطابق الشيئين
72457, Superpower, القوّة العظمى
72458, Superpowers, القوى العظمى
72459, Supersaturate, شبّع
72460, Supersaturation, فرط التّشبّع
72461, Superscribe, إكتب عليه
72462, Superscribed, مكتوب على
72463, Superscribes, يكتب عليه
72464, Superscribing, الكتابة على
72465, Superscript, حرف علوي
72466, Superscription, النحت
72467, Superscriptions, النحت
72468, Superscripts, الحروف الفوقية او المرتفعة
72469, Supersede, ألغ
72470, Superseded, ملغى
72471, Superseder, المستبدل
72472, Supersedes, يلغي
72473, Superseding, الإلغاء
72474, Supersensitive, حسّاس جدا
72475, Supersensitiveness, الحساسية المفرطة
72476, Superset, مجموعة تحتوي على عدة مجاميع
72477, Supersets, مجاميع تحتوي على عدة مجاميع
72478, Supersonic, أسرع من الصوت
72479, Supersonics, فوق الصّوتيّات
72480, Superstars, النجوم البارزون
72481, Superstition, الخرافة
72482, Superstitions, الخرافات
72483, Superstitious, مؤمن بالخرافات
72484, Superstitiously, بشكل مؤمن بالخرافات
72485, Superstitiousness, الخرافة
72486, Superstruction, البنية الفوقيّة
72487, Superstructural, متعلق بالبنية الفوقية
72488, Superstructure, الهيكل العلوي
72489, Superstructures, التراكيب الفوقية
72490, Supertanker, النّاقلة العملاقة
72491, Supertankers, النّاقلات العملاقة
72492, Supertitle, الترجمة التي تصاحب مسرحيات الأوبرا
72493, Supertitled, مُتَرْجَمْ
72494, Supertitles, الترجمات التي تصاحب مسرحيات الأوبرا
72495, Superuser, مستخدم الكومبيوتر ذو الصلاحيات العليا
72496, Supervene, إتبع
72497, Supervened, متبوع
72498, Supervise, أشرف عليه
72499, Supervised, مشرف عليه
72500, Supervises, يشرف عليه
72501, Supervising, الإشراف على
72502, Supervision, الإشراف
72503, Supervisions, الإشراف
72504, Supervisor, المشرف
72505, Supervisors, المشرفون
72506, Supervisory, إشرافي
72507, Supine, منبطح
72508, Supinely, بشكل منبطح
72509, Supineness, الإستلقاء على الظّهر
72510, Supper, العشاء
72511, Suppers, العشاء
72512, Supping, الرشف
72513, Supplant, إخلع
72514, Supplanted, مخلوع
72515, Supplanter, النّائب
72516, Supplanting, الخلع
72517, Supplants, يخلع
72518, Supple, مرن
72519, Suppled, أصبح مرن
72520, Supplely, بشكل مرن
72521, Supplement, الملحق
72522, Supplemental, إضافي
72523, Supplementary, إضافي
72524, Supplementation, الإضافة
72525, Supplemented, مكمل
72526, Supplementer, المُضيف إلى..
72527, Supplementing, الإكمال
72528, Supplements, الملاحق
72529, Suppleness, المرونة
72530, Suppler, أكثر مرونة
72531, Supplest, أكثر مرونة
72532, Suppliant, متوسّل
72533, Suppliantly, بتوسّل
72534, Suppliants, المتوسّلون
72535, Supplicant, المتوسّل
72536, Supplicate, تضرّع
72537, Supplicated, متضرّع
72538, Supplicates, يتضرّع
72539, Supplicating, التضرّع
72540, Supplication, التضرّع
72541, Supplications, التضرّعات
72542, Supplied, مجهّز
72543, Supplier, المجهّز
72544, Suppliers, المجهّزون
72545, Supplies, التجهيزات
72546, Suppling, يجعله مرن
72547, Supply, التجهيز
72548, Supplying, التموين
72549, Support, الدعم
72550, Supportability, التّعزيز
72551, Supportable, محتمل، ممكن إعالته
72552, Supportably, بتحمّل
72553, Supported, مدعوم
72554, Supporter, المؤيد
72555, Supporters, المؤيدون
72556, Supporting, الدعم
72557, Supportingly, بشكل مساند
72558, Supportive, مساعد
72559, Supportively, بشكل مساعد
72560, Supports, المساندة
72561, Supposable, مفترض
72562, Supposably, إفتراضياً
72563, Suppose, إفترض
72564, Supposed, مفترض
72565, Supposedly, على افتراض
72566, Supposes, يفترض
72567, Supposing, الإفتراض
72568, Supposition, الإفتراض
72569, Suppositionally, بشكل إفتراضي
72570, Suppositions, الإفتراضات
72571, Suppositories, التحاميل
72572, Suppository, التحميلة
72573, Suppress, إقمع
72574, Suppressant, القامع
72575, Suppressants, القامعات
72576, Suppressed, مقموع
72577, Suppresses, يقمع
72578, Suppressible, قابل للقمع
72579, Suppressing, القمع
72580, Suppression, الإخماد
72581, Suppressions, الإخماد
72582, Suppressive, قمعي
72583, Suppressively, بطريقة قمعية
72584, Suppressiveness, القمع
72585, Suppressor, المكثّف
72586, Suppressors, المكثّفات
72587, Suppurate, تقيّح
72588, Suppurated, متقيّح
72589, Suppurates, يتقيّح
72590, Suppuration, التقيح
72591, Suppurations, التقيّحات
72592, Suppurative, متقيّح
72593, Supra, فوق
72594, Supranational, فوق السلطة الوطنية
72595, Supranationalism, ماوراء السلطة الوطنية
72596, Supremacies, السيادة
72597, Supremacist, العنصري
72598, Supremacy, السيادة
72599, Supreme, أعلى
72600, Supremely, بدرجة عليا
72601, Supremeness, السّموّ
72602, Supremum, أصغر حدّ أعلى
72603, Sur, مدينة صور اللبنانية
72604, Surcease, إنقطع
72605, Surceased, منقطع
72606, Surceases, ينقطع
72607, Surceasing, الإنقطاع
72608, Surcharge, الضريبة الإضافية
72609, Surcharged, محمّل زيادة
72610, `eng`, `ara` VALUE
72611, Surcharges, الضرائب الإضافية
72612, Surcharging, تحميل زيادة
72613, Surcingle, حزام السّرج
72614, Surcingles, أحزمة السّرج
72615, Surcoat, المعطف
72616, Surcoats, المعاطف
72617, Surd, الجذر الأصم
72618, Sure, متأكّد
72619, Sured, جرد
72620, Surely, بالتأكيد
72621, Sureness, جرنيس
72622, Surer, متأكّد
72623, Surest, متأكّد
72624, Sureties, الضمانات
72625, Surety, الضمان
72626, Surf, الأمواج
72627, Surface, السطح
72628, Surface-contact, الإتصال السطحي
72629, Surfaced, ظهر على السطح
72630, Surfacer, سطحي
72631, Surfaces, السطوح
72632, Surfacing, الصعود
72633, Surfactant, مادة تقلل الشّد السّطحي للسائل المذابة به
72634, Surfactants, مواد تقلل الشّد السّطحي للسائل المذابة به
72635, Surfboard, لوح التزلج
72636, Surfboards, ألواح التزلج
72637, Surfed, متجوّل
72638, Surfeit, التخمة
72639, Surfeited, مملوء
72640, Surfeiter, المفرط في التزويد
72641, Surfeiting, الملئ
72642, Surfeits, الفرط
72643, Surfer, راكب الأمواج
72644, Surfers, راكبو الأمواج
72645, Surfing, التجوال
72646, Surge, الإندفاع
72647, Surged, مندفع
72648, Surgeon, الجرّاح
72649, Surgeons, الجرّاحون
72650, Surgeries, الجراحات
72651, Surgery, الجراحة
72652, Surges, السيول
72653, Surgical, جراحي
72654, Surgically, جراحيا
72655, Surging, الإندفاع
72656, Suriname, سورينام
72657, Surjection, سيرجيكشن - عملية رياضيّة
72658, Surlier, أشدّ فضاضة
72659, Surliest, أشدّ فضاضة
72660, Surlily, بشكل فظّ
72661, Surliness, الفظاظة
72662, Surly, فظّ
72663, Surmise, التخمين
72664, Surmised, مظنون
72665, Surmiser, المخمّن
72666, Surmises, الظنون
72667, Surmising, الظنّ
72668, Surmount, إقهر
72669, Surmounted, مقهور
72670, Surmounting, القهر
72671, Surmounts, يقهر
72672, Surname, اللقب
72673, Surnamed, ملقّب
72674, Surnames, الألقاب
72675, Surpass, فق
72676, Surpassable, ممكن التغلب عليه
72677, Surpassed, مفاق
72678, Surpasses, يفيق
72679, Surpassing, الإفاقة
72680, Surpassingly, بشكل تجاوزي
72681, Surplice, الرداء الكهنوتي
72682, Surplices, الأردية الكهنوتية
72683, Surplus, الفائض
72684, Surpluses, الفائض
72685, Surprisal, المباغتة
72686, Surprise, المفاجأة
72687, Surprised, مفاجئ
72688, Surpriser, مفاجئ
72689, Surprises, المفاجئات
72690, Surprising, المفاجئة
72691, Surprisingly, باندهاش
72692, Surreal, سريالي
72693, Surrealism, السريالية
72694, Surrealist, سريالي
72695, Surrealistic, سريالي
72696, Surrealistically, بشكل سرياليّ
72697, Surrealists, السرياليون
72698, Surrender, الإستسلام
72699, Surrendered, مستسلم
72700, Surrenderer, المستسلم
72701, Surrendering, الإستسلام
72702, Surrenders, الإستسلام
72703, Surreptitious, سرّي
72704, Surreptitiously, بشكل سري
72705, Surreptitiousness, السّرّيّة
